layer,benchmark,model,score,error,neurons
encoder.albert_layer_groups.7,Blank2014fROI-encoding,albert-base-v1,0.117887479,0.020582321,768.0
encoder.albert_layer_groups.8,Blank2014fROI-encoding,albert-base-v1,0.162714458,0.130800609,768.0
encoder.albert_layer_groups.9,Blank2014fROI-encoding,albert-base-v1,0.124723236,0.117353127,768.0
encoder.albert_layer_groups.10,Blank2014fROI-encoding,albert-base-v1,0.143906445,0.021711581,768.0
encoder.albert_layer_groups.11,Blank2014fROI-encoding,albert-base-v1,0.089964721,0.057932713,768.0
embeddings,Blank2014fROI-encoding,albert-base-v1-untrained,0.045854265,0.034316445,768.0
encoder.albert_layer_groups.0,Blank2014fROI-encoding,albert-base-v1-untrained,0.019382615,0.029530585,768.0
encoder.albert_layer_groups.1,Blank2014fROI-encoding,albert-base-v1-untrained,-0.005538532,0.07587041,768.0
encoder.albert_layer_groups.2,Blank2014fROI-encoding,albert-base-v1-untrained,0.043989177,0.116086587,768.0
encoder.albert_layer_groups.3,Blank2014fROI-encoding,albert-base-v1-untrained,0.000278828,0.005003987,768.0
encoder.albert_layer_groups.4,Blank2014fROI-encoding,albert-base-v1-untrained,-0.011029957,0.024902913,768.0
encoder.albert_layer_groups.5,Blank2014fROI-encoding,albert-base-v1-untrained,-0.040563324,0.036969079,768.0
encoder.albert_layer_groups.6,Blank2014fROI-encoding,albert-base-v1-untrained,0.013994239,0.032556056,768.0
encoder.albert_layer_groups.7,Blank2014fROI-encoding,albert-base-v1-untrained,-0.003951178,0.092536026,768.0
encoder.albert_layer_groups.8,Blank2014fROI-encoding,albert-base-v1-untrained,0.017432318,0.035532381,768.0
encoder.albert_layer_groups.9,Blank2014fROI-encoding,albert-base-v1-untrained,0.051173983,0.032999863,768.0
encoder.albert_layer_groups.10,Blank2014fROI-encoding,albert-base-v1-untrained,0.053339727,0.024911678,768.0
encoder.albert_layer_groups.11,Blank2014fROI-encoding,albert-base-v1-untrained,0.068742929,0.071615144,768.0
embeddings,Blank2014fROI-encoding,albert-base-v2,0.080907201,0.049685156,768.0
encoder.albert_layer_groups.0,Blank2014fROI-encoding,albert-base-v2,0.100827564,0.072102104,768.0
encoder.albert_layer_groups.1,Blank2014fROI-encoding,albert-base-v2,0.100161309,0.029247099,768.0
encoder.albert_layer_groups.2,Blank2014fROI-encoding,albert-base-v2,0.168864741,0.113771049,768.0
encoder.albert_layer_groups.3,Blank2014fROI-encoding,albert-base-v2,0.148313317,0.123337467,768.0
encoder.albert_layer_groups.4,Blank2014fROI-encoding,albert-base-v2,0.176817691,0.099196634,768.0
encoder.albert_layer_groups.5,Blank2014fROI-encoding,albert-base-v2,0.222865832,0.10851562,768.0
encoder.albert_layer_groups.6,Blank2014fROI-encoding,albert-base-v2,0.279853001,0.179091205,768.0
encoder.albert_layer_groups.7,Blank2014fROI-encoding,albert-base-v2,0.260397633,0.200060721,768.0
encoder.albert_layer_groups.8,Blank2014fROI-encoding,albert-base-v2,0.305514059,0.058633797,768.0
encoder.albert_layer_groups.9,Blank2014fROI-encoding,albert-base-v2,0.210592144,0.096857783,768.0
encoder.albert_layer_groups.10,Blank2014fROI-encoding,albert-base-v2,0.163834538,0.057282306,768.0
encoder.albert_layer_groups.11,Blank2014fROI-encoding,albert-base-v2,0.324841874,0.041119524,768.0
embeddings,Blank2014fROI-encoding,albert-base-v2-untrained,0.040588301,0.047231941,768.0
encoder.albert_layer_groups.0,Blank2014fROI-encoding,albert-base-v2-untrained,-0.017194648,0.035660866,768.0
encoder.albert_layer_groups.1,Blank2014fROI-encoding,albert-base-v2-untrained,0.031759733,0.026571658,768.0
encoder.albert_layer_groups.2,Blank2014fROI-encoding,albert-base-v2-untrained,0.038860147,0.034632718,768.0
encoder.albert_layer_groups.3,Blank2014fROI-encoding,albert-base-v2-untrained,0.055707262,0.057033279,768.0
encoder.albert_layer_groups.4,Blank2014fROI-encoding,albert-base-v2-untrained,0.003334478,0.031669568,768.0
encoder.albert_layer_groups.5,Blank2014fROI-encoding,albert-base-v2-untrained,0.010811035,0.081661135,768.0
encoder.albert_layer_groups.6,Blank2014fROI-encoding,albert-base-v2-untrained,0.016483658,0.007517272,768.0
encoder.albert_layer_groups.7,Blank2014fROI-encoding,albert-base-v2-untrained,0.032316622,0.041972737,768.0
encoder.albert_layer_groups.8,Blank2014fROI-encoding,albert-base-v2-untrained,0.111697961,0.03859136,768.0
encoder.albert_layer_groups.9,Blank2014fROI-encoding,albert-base-v2-untrained,0.113618351,0.083002813,768.0
encoder.albert_layer_groups.10,Blank2014fROI-encoding,albert-base-v2-untrained,0.088961161,0.030536658,768.0
encoder.albert_layer_groups.11,Blank2014fROI-encoding,albert-base-v2-untrained,0.057492432,0.077609834,768.0
embeddings,Blank2014fROI-encoding,albert-large-v1,0.11483048,0.040791337,1024.0
encoder.albert_layer_groups.0,Blank2014fROI-encoding,albert-large-v1,0.026738901,0.040922433,1024.0
encoder.albert_layer_groups.1,Blank2014fROI-encoding,albert-large-v1,0.027284907,0.024829498,1024.0
encoder.albert_layer_groups.2,Blank2014fROI-encoding,albert-large-v1,0.007741272,0.045915688,1024.0
encoder.albert_layer_groups.3,Blank2014fROI-encoding,albert-large-v1,0.029949054,0.088916221,1024.0
encoder.albert_layer_groups.4,Blank2014fROI-encoding,albert-large-v1,0.097542717,0.061087046,1024.0
encoder.albert_layer_groups.5,Blank2014fROI-encoding,albert-large-v1,-0.023759088,0.038845554,1024.0
encoder.albert_layer_groups.6,Blank2014fROI-encoding,albert-large-v1,-0.040080244,0.053684052,1024.0
encoder.albert_layer_groups.7,Blank2014fROI-encoding,albert-large-v1,0.047706112,0.039548328,1024.0
encoder.albert_layer_groups.8,Blank2014fROI-encoding,albert-large-v1,0.054047237,0.047407484,1024.0
encoder.albert_layer_groups.9,Blank2014fROI-encoding,albert-large-v1,0.047693124,0.034508433,1024.0
encoder.albert_layer_groups.10,Blank2014fROI-encoding,albert-large-v1,0.012835995,0.09660856,1024.0
encoder.albert_layer_groups.11,Blank2014fROI-encoding,albert-large-v1,0.035875417,0.010055053,1024.0
encoder.albert_layer_groups.12,Blank2014fROI-encoding,albert-large-v1,0.010165634,0.048021307,1024.0
encoder.albert_layer_groups.13,Blank2014fROI-encoding,albert-large-v1,0.062040355,0.104545753,1024.0
encoder.albert_layer_groups.14,Blank2014fROI-encoding,albert-large-v1,-0.056651896,0.012142713,1024.0
encoder.albert_layer_groups.15,Blank2014fROI-encoding,albert-large-v1,-0.00118185,0.070097722,1024.0
encoder.albert_layer_groups.16,Blank2014fROI-encoding,albert-large-v1,0.065343047,0.001431941,1024.0
encoder.albert_layer_groups.17,Blank2014fROI-encoding,albert-large-v1,0.039326312,0.020325289,1024.0
encoder.albert_layer_groups.18,Blank2014fROI-encoding,albert-large-v1,0.067157989,0.045848032,1024.0
encoder.albert_layer_groups.19,Blank2014fROI-encoding,albert-large-v1,0.023182476,0.034243345,1024.0
encoder.albert_layer_groups.20,Blank2014fROI-encoding,albert-large-v1,-0.022766543,0.023997776,1024.0
encoder.albert_layer_groups.21,Blank2014fROI-encoding,albert-large-v1,0.017906414,0.105257183,1024.0
encoder.albert_layer_groups.22,Blank2014fROI-encoding,albert-large-v1,0.027765885,0.094959529,1024.0
encoder.albert_layer_groups.23,Blank2014fROI-encoding,albert-large-v1,0.030121521,0.031643299,1024.0
embeddings,Blank2014fROI-encoding,albert-large-v1-untrained,-0.047287229,0.036140708,1024.0
encoder.albert_layer_groups.0,Blank2014fROI-encoding,albert-large-v1-untrained,-0.021850824,0.039789824,1024.0
encoder.albert_layer_groups.1,Blank2014fROI-encoding,albert-large-v1-untrained,-0.059064113,0.038365421,1024.0
encoder.albert_layer_groups.2,Blank2014fROI-encoding,albert-large-v1-untrained,-0.005479045,0.02482245,1024.0
encoder.albert_layer_groups.3,Blank2014fROI-encoding,albert-large-v1-untrained,0.00341606,0.038669347,1024.0
encoder.albert_layer_groups.4,Blank2014fROI-encoding,albert-large-v1-untrained,-0.025522639,0.008581492,1024.0
encoder.albert_layer_groups.5,Blank2014fROI-encoding,albert-large-v1-untrained,0.002107207,0.043365556,1024.0
encoder.albert_layer_groups.6,Blank2014fROI-encoding,albert-large-v1-untrained,0.036277116,0.064766345,1024.0
encoder.albert_layer_groups.7,Blank2014fROI-encoding,albert-large-v1-untrained,0.018409462,0.107736667,1024.0
encoder.albert_layer_groups.8,Blank2014fROI-encoding,albert-large-v1-untrained,0.009812742,0.014920919,1024.0
encoder.albert_layer_groups.9,Blank2014fROI-encoding,albert-large-v1-untrained,-0.02299899,0.063738654,1024.0
encoder.albert_layer_groups.10,Blank2014fROI-encoding,albert-large-v1-untrained,-8.86e-05,0.087883943,1024.0
encoder.albert_layer_groups.11,Blank2014fROI-encoding,albert-large-v1-untrained,0.059411338,0.00475434,1024.0
encoder.albert_layer_groups.12,Blank2014fROI-encoding,albert-large-v1-untrained,0.024072592,0.023805625,1024.0
encoder.albert_layer_groups.13,Blank2014fROI-encoding,albert-large-v1-untrained,0.030243152,0.051492539,1024.0
encoder.albert_layer_groups.14,Blank2014fROI-encoding,albert-large-v1-untrained,-0.022488374,0.062106154,1024.0
encoder.albert_layer_groups.15,Blank2014fROI-encoding,albert-large-v1-untrained,-0.00013408,0.031579119,1024.0
encoder.albert_layer_groups.16,Blank2014fROI-encoding,albert-large-v1-untrained,-0.002446211,0.074440402,1024.0
encoder.albert_layer_groups.17,Blank2014fROI-encoding,albert-large-v1-untrained,0.039389959,0.028727955,1024.0
encoder.albert_layer_groups.18,Blank2014fROI-encoding,albert-large-v1-untrained,-0.003167295,0.039643843,1024.0
encoder.albert_layer_groups.19,Blank2014fROI-encoding,albert-large-v1-untrained,-0.022456219,0.056438681,1024.0
encoder.albert_layer_groups.20,Blank2014fROI-encoding,albert-large-v1-untrained,0.005608866,0.065148769,1024.0
encoder.albert_layer_groups.21,Blank2014fROI-encoding,albert-large-v1-untrained,0.015706286,0.046589652,1024.0
encoder.albert_layer_groups.22,Blank2014fROI-encoding,albert-large-v1-untrained,-0.016347243,0.04342995,1024.0
encoder.albert_layer_groups.23,Blank2014fROI-encoding,albert-large-v1-untrained,0.03091453,0.016561378,1024.0
embeddings,Blank2014fROI-encoding,albert-large-v2,0.059863558,0.08820367,1024.0
encoder.albert_layer_groups.0,Blank2014fROI-encoding,albert-large-v2,-0.00427425,0.02666843,1024.0
encoder.albert_layer_groups.1,Blank2014fROI-encoding,albert-large-v2,0.02195328,0.062621326,1024.0
encoder.albert_layer_groups.2,Blank2014fROI-encoding,albert-large-v2,-0.004971782,0.04237772,1024.0
encoder.albert_layer_groups.3,Blank2014fROI-encoding,albert-large-v2,0.0693071,0.047800059,1024.0
encoder.albert_layer_groups.4,Blank2014fROI-encoding,albert-large-v2,-0.006195134,0.072729329,1024.0
encoder.albert_layer_groups.5,Blank2014fROI-encoding,albert-large-v2,0.091970933,0.090680338,1024.0
encoder.albert_layer_groups.6,Blank2014fROI-encoding,albert-large-v2,0.048512405,0.047841681,1024.0
encoder.albert_layer_groups.7,Blank2014fROI-encoding,albert-large-v2,0.072763701,0.032372716,1024.0
encoder.albert_layer_groups.8,Blank2014fROI-encoding,albert-large-v2,0.070793738,0.04829948,1024.0
encoder.albert_layer_groups.9,Blank2014fROI-encoding,albert-large-v2,0.091296911,0.052653636,1024.0
encoder.albert_layer_groups.10,Blank2014fROI-encoding,albert-large-v2,0.111152644,0.093592997,1024.0
encoder.albert_layer_groups.11,Blank2014fROI-encoding,albert-large-v2,0.058030327,0.068233173,1024.0
encoder.albert_layer_groups.12,Blank2014fROI-encoding,albert-large-v2,0.006898372,0.024539812,1024.0
encoder.albert_layer_groups.13,Blank2014fROI-encoding,albert-large-v2,0.000583379,0.041147069,1024.0
encoder.albert_layer_groups.14,Blank2014fROI-encoding,albert-large-v2,0.065365661,0.029144221,1024.0
encoder.albert_layer_groups.15,Blank2014fROI-encoding,albert-large-v2,0.015848792,0.002627722,1024.0
encoder.albert_layer_groups.16,Blank2014fROI-encoding,albert-large-v2,0.05993527,0.099518493,1024.0
encoder.albert_layer_groups.17,Blank2014fROI-encoding,albert-large-v2,0.073911834,0.089193845,1024.0
encoder.albert_layer_groups.18,Blank2014fROI-encoding,albert-large-v2,-0.010498081,0.088524971,1024.0
encoder.albert_layer_groups.19,Blank2014fROI-encoding,albert-large-v2,0.01752168,0.038179139,1024.0
encoder.albert_layer_groups.20,Blank2014fROI-encoding,albert-large-v2,0.014870676,0.065059907,1024.0
encoder.albert_layer_groups.21,Blank2014fROI-encoding,albert-large-v2,0.019750684,0.091811016,1024.0
encoder.albert_layer_groups.22,Blank2014fROI-encoding,albert-large-v2,-0.018306921,0.023444368,1024.0
encoder.albert_layer_groups.23,Blank2014fROI-encoding,albert-large-v2,0.010533551,0.040220735,1024.0
embeddings,Blank2014fROI-encoding,albert-large-v2-untrained,-0.022559509,0.035550331,1024.0
encoder.albert_layer_groups.0,Blank2014fROI-encoding,albert-large-v2-untrained,-0.029340591,0.021800888,1024.0
encoder.albert_layer_groups.1,Blank2014fROI-encoding,albert-large-v2-untrained,0.029944962,0.003574826,1024.0
encoder.albert_layer_groups.2,Blank2014fROI-encoding,albert-large-v2-untrained,0.000917357,0.043804004,1024.0
encoder.albert_layer_groups.3,Blank2014fROI-encoding,albert-large-v2-untrained,0.01386671,0.034539017,1024.0
encoder.albert_layer_groups.4,Blank2014fROI-encoding,albert-large-v2-untrained,-0.098256839,0.043646387,1024.0
encoder.albert_layer_groups.5,Blank2014fROI-encoding,albert-large-v2-untrained,0.000576064,0.038532949,1024.0
encoder.albert_layer_groups.6,Blank2014fROI-encoding,albert-large-v2-untrained,0.035236923,0.041809747,1024.0
encoder.albert_layer_groups.7,Blank2014fROI-encoding,albert-large-v2-untrained,0.021042748,0.12665929,1024.0
encoder.albert_layer_groups.8,Blank2014fROI-encoding,albert-large-v2-untrained,0.011880611,0.016855564,1024.0
encoder.albert_layer_groups.9,Blank2014fROI-encoding,albert-large-v2-untrained,0.04303464,0.070332211,1024.0
encoder.albert_layer_groups.10,Blank2014fROI-encoding,albert-large-v2-untrained,-0.029693179,0.035738895,1024.0
encoder.albert_layer_groups.11,Blank2014fROI-encoding,albert-large-v2-untrained,0.044758426,0.065703925,1024.0
encoder.albert_layer_groups.12,Blank2014fROI-encoding,albert-large-v2-untrained,0.015958802,0.054131582,1024.0
encoder.albert_layer_groups.13,Blank2014fROI-encoding,albert-large-v2-untrained,0.017856673,0.011388304,1024.0
encoder.albert_layer_groups.14,Blank2014fROI-encoding,albert-large-v2-untrained,0.01319072,0.051994086,1024.0
encoder.albert_layer_groups.15,Blank2014fROI-encoding,albert-large-v2-untrained,0.074057272,0.034588845,1024.0
encoder.albert_layer_groups.16,Blank2014fROI-encoding,albert-large-v2-untrained,0.061836597,0.037313842,1024.0
encoder.albert_layer_groups.17,Blank2014fROI-encoding,albert-large-v2-untrained,0.021047032,0.064509343,1024.0
encoder.albert_layer_groups.18,Blank2014fROI-encoding,albert-large-v2-untrained,0.025589282,0.03593588,1024.0
encoder.albert_layer_groups.19,Blank2014fROI-encoding,albert-large-v2-untrained,0.027580822,0.152652573,1024.0
encoder.albert_layer_groups.20,Blank2014fROI-encoding,albert-large-v2-untrained,0.101599752,0.055464935,1024.0
encoder.albert_layer_groups.21,Blank2014fROI-encoding,albert-large-v2-untrained,-0.005381712,0.018960093,1024.0
encoder.albert_layer_groups.22,Blank2014fROI-encoding,albert-large-v2-untrained,-0.013325537,0.087709344,1024.0
encoder.albert_layer_groups.23,Blank2014fROI-encoding,albert-large-v2-untrained,0.017144224,0.020634952,1024.0
embeddings,Blank2014fROI-encoding,albert-xlarge-v1,0.135050954,0.149331055,2048.0
encoder.albert_layer_groups.0,Blank2014fROI-encoding,albert-xlarge-v1,0.051253428,0.141221575,2048.0
encoder.albert_layer_groups.1,Blank2014fROI-encoding,albert-xlarge-v1,0.13045674,0.0244904,2048.0
encoder.albert_layer_groups.2,Blank2014fROI-encoding,albert-xlarge-v1,0.079587847,0.040635892,2048.0
encoder.albert_layer_groups.3,Blank2014fROI-encoding,albert-xlarge-v1,0.047686195,0.056296467,2048.0
encoder.albert_layer_groups.4,Blank2014fROI-encoding,albert-xlarge-v1,0.070034995,0.093428177,2048.0
encoder.albert_layer_groups.5,Blank2014fROI-encoding,albert-xlarge-v1,0.118669829,0.04052108,2048.0
encoder.albert_layer_groups.6,Blank2014fROI-encoding,albert-xlarge-v1,0.058790665,0.090866071,2048.0
encoder.albert_layer_groups.7,Blank2014fROI-encoding,albert-xlarge-v1,0.110301275,0.034397972,2048.0
encoder.albert_layer_groups.8,Blank2014fROI-encoding,albert-xlarge-v1,0.137277888,0.097942993,2048.0
encoder.albert_layer_groups.9,Blank2014fROI-encoding,albert-xlarge-v1,0.146423243,0.040888186,2048.0
encoder.albert_layer_groups.10,Blank2014fROI-encoding,albert-xlarge-v1,0.144630046,0.044832836,2048.0
encoder.albert_layer_groups.11,Blank2014fROI-encoding,albert-xlarge-v1,0.128924402,0.054169047,2048.0
encoder.albert_layer_groups.12,Blank2014fROI-encoding,albert-xlarge-v1,0.123270292,0.102548651,2048.0
encoder.albert_layer_groups.13,Blank2014fROI-encoding,albert-xlarge-v1,0.157331092,0.076071582,2048.0
encoder.albert_layer_groups.14,Blank2014fROI-encoding,albert-xlarge-v1,0.13020379,0.086340077,2048.0
encoder.albert_layer_groups.15,Blank2014fROI-encoding,albert-xlarge-v1,0.096565944,0.115742796,2048.0
encoder.albert_layer_groups.16,Blank2014fROI-encoding,albert-xlarge-v1,0.117357828,0.017821724,2048.0
encoder.albert_layer_groups.17,Blank2014fROI-encoding,albert-xlarge-v1,0.065351877,0.083274971,2048.0
encoder.albert_layer_groups.18,Blank2014fROI-encoding,albert-xlarge-v1,0.088418031,0.024322519,2048.0
encoder.albert_layer_groups.19,Blank2014fROI-encoding,albert-xlarge-v1,0.116549978,0.072164076,2048.0
encoder.albert_layer_groups.20,Blank2014fROI-encoding,albert-xlarge-v1,0.07716347,0.060610858,2048.0
encoder.albert_layer_groups.21,Blank2014fROI-encoding,albert-xlarge-v1,0.031301403,0.014977957,2048.0
encoder.albert_layer_groups.22,Blank2014fROI-encoding,albert-xlarge-v1,0.00581803,0.042953579,2048.0
encoder.albert_layer_groups.23,Blank2014fROI-encoding,albert-xlarge-v1,0.077990986,0.029480652,2048.0
embeddings,Blank2014fROI-encoding,albert-xlarge-v1-untrained,-0.061429075,0.035143564,2048.0
encoder.albert_layer_groups.0,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.014210584,0.028021186,2048.0
encoder.albert_layer_groups.1,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.037138372,0.063335294,2048.0
encoder.albert_layer_groups.2,Blank2014fROI-encoding,albert-xlarge-v1-untrained,-0.014528533,0.037004351,2048.0
encoder.albert_layer_groups.3,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.011762822,0.025146955,2048.0
encoder.albert_layer_groups.4,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.093651198,0.057431233,2048.0
encoder.albert_layer_groups.5,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.085294741,0.016115062,2048.0
encoder.albert_layer_groups.6,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.062008394,0.097017569,2048.0
encoder.albert_layer_groups.7,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.078102067,0.082994148,2048.0
encoder.albert_layer_groups.8,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.202433987,0.019119444,2048.0
encoder.albert_layer_groups.9,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.20448632,0.059817679,2048.0
encoder.albert_layer_groups.10,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.225412656,0.047717149,2048.0
encoder.albert_layer_groups.11,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.195191793,0.012173335,2048.0
encoder.albert_layer_groups.12,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.211062863,0.030107912,2048.0
encoder.albert_layer_groups.13,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.200328751,0.01745663,2048.0
encoder.albert_layer_groups.14,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.236030917,0.055351338,2048.0
encoder.albert_layer_groups.15,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.237546636,0.11104888,2048.0
encoder.albert_layer_groups.16,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.190741846,0.076737261,2048.0
encoder.albert_layer_groups.17,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.207801321,0.097225461,2048.0
encoder.albert_layer_groups.18,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.201647662,0.08008483,2048.0
encoder.albert_layer_groups.19,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.112014621,0.012465528,2048.0
encoder.albert_layer_groups.20,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.110491332,0.062256453,2048.0
encoder.albert_layer_groups.21,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.099764871,0.065207188,2048.0
encoder.albert_layer_groups.22,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.072065392,0.01390438,2048.0
encoder.albert_layer_groups.23,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.074921799,0.06431979,2048.0
